Id,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,ProcessedClass,IsPUD,HasAlley,PavedAlley,NrRail,NrArtery,NrFeedr,NrPos,Remodelled,Remodelled_2000,Remodelled_1990,MasonryStone,BsmtClass,OutdoorSF,OverallSF,AllBath,FunctionClass,QuSold,LotFrontage_sqred,LotFrontage_sqrt,LotArea_sqred,LotArea_sqrt,YearBuilt_sqred,YearBuilt_sqrt,YearRemodAdd_sqred,YearRemodAdd_sqrt,MasVnrArea_sqred,MasVnrArea_sqrt,BsmtFinSF1_sqred,BsmtFinSF1_sqrt,BsmtFinSF2_sqred,BsmtFinSF2_sqrt,BsmtUnfSF_sqred,BsmtUnfSF_sqrt,TotalBsmtSF_sqred,TotalBsmtSF_sqrt,1stFlrSF_sqred,1stFlrSF_sqrt,2ndFlrSF_sqred,2ndFlrSF_sqrt,GrLivArea_sqred,GrLivArea_sqrt,TotRmsAbvGrd_sqred,TotRmsAbvGrd_sqrt,GarageYrBlt_sqred,GarageYrBlt_sqrt,GarageArea_sqred,GarageArea_sqrt,WoodDeckSF_sqred,WoodDeckSF_sqrt,OpenPorchSF_sqred,OpenPorchSF_sqrt,EnclosedPorch_sqred,EnclosedPorch_sqrt,3SsnPorch_sqred,3SsnPorch_sqrt,ScreenPorch_sqred,ScreenPorch_sqrt,MiscVal_sqred,MiscVal_sqrt,MoSold_sqred,MoSold_sqrt,YrSold_sqred,YrSold_sqrt,OutdoorSF_sqred,OutdoorSF_sqrt,OverallSF_sqred,OverallSF_sqrt,SalePrice,LotFrontage_sqred_sqred,LotFrontage_sqred_sqrt,LotArea_sqred_sqred,LotArea_sqred_sqrt,LotArea_sqrt_sqred,LotArea_sqrt_sqrt,MasVnrArea_sqred_sqred,MasVnrArea_sqred_sqrt,BsmtFinSF1_sqred_sqred,BsmtFinSF1_sqred_sqrt,BsmtFinSF2_sqred_sqred,BsmtFinSF2_sqred_sqrt,TotalBsmtSF_sqred_sqred,TotalBsmtSF_sqred_sqrt,1stFlrSF_sqred_sqred,1stFlrSF_sqred_sqrt,GrLivArea_sqred_sqred,GrLivArea_sqred_sqrt,WoodDeckSF_sqred_sqred,WoodDeckSF_sqred_sqrt,OpenPorchSF_sqred_sqred,OpenPorchSF_sqred_sqrt,EnclosedPorch_sqred_sqred,EnclosedPorch_sqred_sqrt,3SsnPorch_sqred_sqred,3SsnPorch_sqred_sqrt,3SsnPorch_sqrt_sqred,3SsnPorch_sqrt_sqrt,ScreenPorch_sqred_sqred,ScreenPorch_sqred_sqrt,MiscVal_sqred_sqred,MiscVal_sqred_sqrt,MiscVal_sqrt_sqred,MiscVal_sqrt_sqrt,OutdoorSF_sqred_sqred,OutdoorSF_sqred_sqrt,OverallSF_sqred_sqred,OverallSF_sqred_sqrt
1,RL,0.12629946788282345,-0.2071417077743113,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,0.6514792433257054,-0.5171998069472914,1.0509937888999856,0.8786680880058696,Gable,CompShg,VinylSd,VinylSd,0.5141038909843643,4,3,PConc,4,3,GLQ,0.5754248369676035,Unf,-0.2886528311122454,-0.9445906057378156,-0.4593025408311878,5,1,-0.7934337933349003,1.1618515874685553,0.37033343921677997,2,0.1637791168735143,4,0.9122097711603002,0,0,Attchd,0.9625493622102589,RFn,2,0.35100032086652694,3,3,Y,-0.7521758378613593,0.21650316083884358,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0,Unkown,Unkown,-0.0876878115176986,-1.599111099180035,0.1387774889497933,WD,Normal,2 Story,0,False,0,0,0,0,0,0,0,0,0,5,-0.7398847514964781,0.39490502490132584,1.6539045643190902,0.23704354622859705,M1.0,-0.07357782783725775,0.24400480177482753,-0.06692073092919422,0.0,1.05671726962508,1.048097119577877,0.8797782465774768,0.8781063640490007,-0.03369664134104478,0.9760228445217448,-0.18497512301510996,0.7585676218819278,-0.20740549983938375,-0.33431477349290417,-0.6823703886511133,-0.8821938338203069,-0.20237785717674375,0.0,-0.661530777312961,-0.8127995073452499,0.8582387464170539,1.208966898559009,0.17035866219538723,0.4587790822226088,0.8092299784387225,2.8284271247461903,0.9685739561419301,0.9595066759342508,0.13787259388757006,0.40980751800428006,-0.4543815769198339,-0.8937259621083854,-0.1482976469061562,0.6240579922568821,-0.2711215879586981,-0.392014161364558,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.03748973858705011,0.0,-1.1739945981799795,1.4142135623730951,0.13844883025670546,0.13894180278034346,-0.4706063856227095,-0.540290002763296,-0.19753724276435003,0.6284146918248538,208500,-0.07922805697133559,0.0,-0.0407465659794694,-0.1830605308855074,-0.20128237384533795,0.0,-0.09852550547925475,0.0,-0.03153712732849569,-0.38886367463341787,-0.10867375490164187,0.0,-0.03499021449224439,-0.40151357050912884,-0.06555875695900241,0.0,-0.14954876979643056,0.4127452751945046,-0.11984904705077569,0.0,-0.10119495869810807,0.0,-0.08846269422154247,0.0,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.02833485384873275,-0.08263196409300652,-0.08518740018728019,0.0,-0.07300729163380063,0.0,-0.035439841838692164,-0.5054837646561741
2,RL,0.6451436522073093,-0.09188637231949033,Reg,Lvl,FR2,Gtl,Veenker,1Fam,-0.07183611428306244,2.179627757849301,0.15673371079690998,-0.4295769652193609,Gable,CompShg,MetalSd,MetalSd,-0.5707501337786359,3,3,CBlock,4,3,ALQ,1.171992119373828,Unf,-0.2886528311122454,-0.6412279930944917,0.4664649160883459,5,1,0.2571404297894544,-0.7951632272572445,-0.4825119145852412,2,0.1637791168735143,3,-0.31868326571034533,1,3,Attchd,0.061701882192962784,RFn,2,-0.060731012615303295,3,3,Y,1.6261947918523714,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0,Unkown,Unkown,-0.0876878115176986,-0.489110050937792,-0.6144386220786311,WD,Normal,1 Story,0,False,0,0,0,1,0,0,0,0,0,4,0.684723485780516,0.4670698343188244,-0.406420234235408,0.23704354622859705,M2.0,0.35378163393064954,0.7107452625566214,-0.06933052459926753,0.0,0.14996225192506935,0.16009823860359193,-0.43495122393424324,-0.4268823827869111,-0.3001295070271208,-0.7349767578988942,0.10330654688975063,1.0825858485006297,-0.20740549983938375,-0.33431477349290417,-0.6020993722590371,-0.439541000754329,-0.2006771783409028,0.6829823687975746,0.07886527538574989,0.34329915465347144,-0.6374570242731167,-0.8502460384647269,-0.4748936091922471,-0.4436892921552298,-0.39102114697216844,2.449489742783178,0.05451018289435068,0.06528021716327713,-0.25775425836240096,0.10400182353594023,1.1871613021783298,1.4911456795329026,-0.3423914320656612,-0.9644314594564943,-0.2711215879586981,-0.392014161364558,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.03748973858705011,0.0,-0.6042422495001301,2.23606797749979,-0.6146248511777709,-0.6143454400855503,0.22161449335857616,0.8049383756415731,-0.18297927107174303,0.6834250758633491,181500,-0.06968903421332785,0.594795455539675,-0.040746916820759704,-0.30748215362110953,-0.20128237384533795,0.0,-0.08975246314475094,0.0,-0.027524446216538965,0.618388247496642,-0.10867375490164187,0.0,-0.03498406049781599,-0.3909909101645134,-0.1158493244386084,0.2808296198511652,-0.11928380540385043,0.0,0.061824991588317994,1.0895693195838114,-0.09134045907339697,0.0,-0.08846269422154247,0.0,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.02833485384873275,-0.08263196409300652,-0.08518740018728019,0.0,-0.08917025512450986,0.47075948568093257,-0.035396961706401206,-0.39876321162910183
3,RL,0.23006830474772064,0.07347997855047018,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,0.6514792433257054,-0.5171998069472914,0.9847523016330911,0.8302145675160463,Gable,CompShg,VinylSd,VinylSd,0.3259149275050684,4,3,PConc,4,3,GLQ,0.09290718208021596,Unf,-0.2886528311122454,-0.3016429789415173,-0.313368754518749,5,1,-0.6278260340246572,1.1893506246778172,0.5150125617367657,2,0.1637791168735143,4,-0.31868326571034533,1,3,Attchd,0.8958199192460148,RFn,2,0.6317262300586839,3,3,Y,-0.7521758378613593,-0.07036145903455732,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0,Unkown,Unkown,-0.0876878115176986,0.9908913467185322,0.1387774889497933,WD,Normal,2 Story,0,False,0,0,0,0,0,1,1,0,0,5,-0.8540938506874608,0.20207118990046916,1.6539045643190902,0.23704354622859705,M3.0,0.004820528597406612,0.3413485253241074,-0.0695433496273334,0.2710719066050005,0.9891282217371714,0.9825254715467598,0.8307663830960564,0.8299308657305539,-0.11811513470659345,0.8205567840028323,-0.2741549300772669,0.3048067946752761,-0.20740549983938375,-0.33431477349290417,-0.4534442297900464,-0.05691823145270738,-0.23129890042624404,0.0,-0.5636640556009332,-0.6146750784880347,0.9005676692804562,1.2233839679875813,0.2991206697259469,0.5995418300789708,-0.39102114697216844,2.449489742783178,0.9004401174129864,0.8934751708603829,0.44722367695099446,0.6043869585381859,-0.4543815769198339,-0.8937259621083854,-0.2503781461152805,0.35365549882188074,-0.2711215879586981,-0.392014161364558,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.03748973858705011,0.0,0.9150973469794689,3.0,0.13844883025670546,0.13894180278034346,-0.48652820619986803,-0.729499952636477,-0.2244786991446789,0.4495232918331032,223500,-0.07965745722692477,0.06943002662686143,-0.04074692517329234,-0.3273524127498047,-0.12276048299495441,0.52064566319619,-0.09726139469751623,0.0,-0.03178452474723793,-1.2035527292974368,-0.10867375490164187,0.0,-0.03506571163933565,-0.615913348660196,-0.07953670215699439,0.0,-0.1402381690257703,0.546919253387506,-0.11984904705077569,0.0,-0.09698401720372755,0.0,-0.08846269422154247,0.0,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.02833485384873275,-0.08263196409300652,-0.08518740018728019,0.0,-0.07157821068499992,0.0,-0.035481583596490236,-0.790655078482613
4,RL,-0.04664859355867179,-0.09689747386100428,IR1,Lvl,Corner,Gtl,Crawfor,1Fam,0.6514792433257054,-0.5171998069472914,-1.8636316508433721,-0.720298088158301,Gable,CompShg,Wd Sdng,Wd Shng,-0.5707501337786359,3,3,BrkTil,3,4,ALQ,-0.49927357619066876,Unf,-0.2886528311122454,-0.06166956894008201,-0.6873240819443734,4,1,-0.5217335632165326,0.9372761169262505,0.38365914786993655,1,0.1637791168735143,4,0.29676325272497744,1,4,Detchd,0.7957257547996485,Unf,3,0.7908042452675729,3,3,Y,-0.7521758378613593,-0.17604842425107342,4.092523739317571,-0.11633928614822256,-0.2702083542015609,0,Unkown,Unkown,-0.0876878115176986,-1.599111099180035,-1.3676547331070554,WD,Other,2 Story,0,False,0,0,0,0,0,1,0,0,0,4,0.7388225327657183,0.11452699486940536,0.10866096540321651,0.23704354622859705,M1.0,-0.19638227087401275,0.07663126110549386,-0.06926437840215612,0.0,-1.8533254735048752,-1.868731898347503,-0.724690270073097,-0.7180883753783709,-0.3001295070271208,-0.7349767578988942,-0.20760721801591384,0.0,-0.20740549983938375,-0.33431477349290417,-0.3109395730670337,0.17429086235752286,-0.13531821626788343,0.0,-0.49726150558374854,-0.49135770708396126,0.5346603816211423,1.0872160824989776,0.18198424857474785,0.4718731748939901,0.16623830411145948,2.6457513110645907,0.7983669826438632,0.7943660086951921,0.6367770366712299,0.7103958539394595,-0.4543815769198339,-0.8937259621083854,-0.27849331682234124,0.2388118068809003,4.48778236599072,3.3886517222736208,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.03748973858705011,0.0,-1.1739945981799795,1.4142135623730951,-1.3673234025094156,-1.3678203713226367,0.26591409123421644,0.8417609828394282,-0.23096529106264946,0.3384183725352473,140000,-0.07658716771915806,0.0,-0.040746913476545195,-0.3020725178499964,-0.20128237384533795,0.0,-0.08975246314475094,0.0,-0.0316443824417573,-0.5174384491011278,-0.10867375490164187,0.0,-0.0346032651167148,-0.06651391714808653,-0.08774915345023268,0.0,-0.14891787943411428,0.42659611879944237,-0.11984904705077569,0.0,-0.09544548208454232,0.0,1.8275288326461756,2.118438662314942,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.02833485384873275,-0.08263196409300652,-0.08518740018728019,0.0,-0.08714494767615014,0.5156685866273186,-0.03548433886687407,-0.9201193559252908
5,RL,0.7835021013605055,0.37514829134961025,IR1,Lvl,FR2,Gtl,NoRidge,1Fam,1.3747946009344731,-0.5171998069472914,0.9516315579996439,0.7333075265363995,Gable,CompShg,VinylSd,VinylSd,1.366489196155293,4,3,PConc,4,3,GLQ,0.4635684715164364,Unf,-0.2886528311122454,-0.17486457365774016,0.19967971298591866,5,1,-0.04561125519958375,1.6178772878554806,1.2993256996082674,2,1.390022761157262,4,1.527656289595623,1,3,Attchd,0.8624551977638927,RFn,3,1.6984846849888804,3,3,Y,0.7801971853099033,0.5637603322645395,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0,Unkown,Unkown,-0.0876878115176986,2.100892394960775,0.1387774889497933,WD,Normal,2 Story,0,False,0,0,0,0,0,0,0,0,0,5,0.5524813709277993,1.1662403649047528,1.6539045643190902,0.23704354622859705,M4.0,0.4826771773420276,0.8276293157931801,-0.06008047298205123,0.612493503108082,0.9553590183656027,0.9497273589901292,0.7328160821459219,0.7335437600341077,0.5494650901861318,1.5514426353741277,-0.21711428185712003,0.6808586281427566,-0.20740549983938375,-0.33431477349290417,-0.3820235084166439,0.06836253483018745,-0.24625920122104064,0.44685536025197115,-0.16361368278763402,0.03213812462977811,1.6365105450702095,1.436334528800022,1.0945823599912161,1.3152807825040587,1.5379538760096203,3.0,0.8663987227133729,0.860447043602262,1.915624423478349,1.2678178906705906,0.22704985291524907,1.0205629848981235,0.025661711735861844,0.8996249933278835,-0.2711215879586981,-0.392014161364558,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.03748973858705011,0.0,2.6243543930190176,3.4641016151377544,0.13844883025670546,0.13894180278034346,0.11887522394193978,0.7125144896850312,0.08427988414933349,1.079926092334449,250000,-0.06110050112328003,0.6947497228081689,-0.04074300448116855,-0.0016923393287938137,0.19960714418614897,0.7826196414019277,-0.06885766974677306,0.7412591248585961,-0.03168041526233658,-0.5777234100328041,-0.10867375490164187,0.0,-0.03508315301758958,-0.782940504596933,-0.11345375513688766,0.0,0.030512730681245364,1.0462229016759363,-0.14324546661059584,0.4764974846893203,-0.1034023640974024,0.160192733093177,-0.08846269422154247,0.0,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.02833485384873275,-0.08263196409300652,-0.08518740018728019,0.0,-0.09245069109771781,0.34478286491927024,-0.03207590133939144,0.6352014906495815
6,RL,0.8180917136488045,0.3606160968792198,IR1,Lvl,Inside,Gtl,Mitchel,1Fam,-0.7951514718918303,-0.5171998069472914,0.7197863525655132,0.4910399240872828,Gable,CompShg,VinylSd,VinylSd,-0.5707501337786359,3,3,Wood,4,3,GLQ,0.632449650727022,Unf,-0.2886528311122454,-1.1392860138521876,-0.5961154654990992,5,1,-0.9486910676882532,0.5018746944462716,-0.29214464811157576,1,-2.288708171693981,3,-0.934129784145668,0,0,Attchd,0.6289021473890382,Unf,2,0.03284429044874903,3,3,Y,-0.4329314580340129,-0.2515391136914421,-0.3593249004055313,10.802446267979857,-0.2702083542015609,0,MnPrv,Shed,1.3237359981507422,1.3608916961326132,0.8919935999782177,WD,Normal,1 Story,0,False,0,0,0,0,0,1,0,1,0,5,1.2377359660736953,0.40318623253939945,0.623742165041841,0.23704354622859705,M4.0,0.5158834987391661,0.856412805259937,-0.06082808592661407,0.6005131945921086,0.7194472454491524,0.7199106104145033,0.4883686481780385,0.49236493781255014,-0.3001295070271208,-0.7349767578988942,-0.16592723909633175,0.7952670310826558,-0.20740549983938375,-0.33431477349290417,-0.7077728885768265,-1.2904904920472065,-0.16534263519213724,0.0,-0.7468748568464647,-1.005386467502842,0.019535437588710357,0.826165102133672,-0.34772891429274216,-0.22987773953466129,-0.8625483748121612,2.23606797749979,0.6285854202267711,0.6290185793911767,-0.17390477218027328,0.1759084430861573,-0.42480555999990843,-0.019976597226488275,-0.2954458780093445,0.14955534143464308,-0.2711215879586981,-0.392014161364558,10.338162037524521,3.286707511778293,-0.21411159391135604,-0.2874597483480099,0.02842120276139165,1.150537264998723,1.4305875672136186,3.1622776601683795,0.8918976417940134,0.8920414974629851,0.7365800300227683,1.1586982731518454,-0.19599046817129795,0.6349694737067283,143000,-0.05845911581824214,0.7182503036819171,-0.04074357843561204,-0.01738028306502189,0.18407780666413576,0.7749278641216282,-0.08975246314475094,0.0,-0.03142341640079601,-0.2925822409003975,-0.10867375490164187,0.0,-0.03481311959369409,-0.20051377849250343,-0.05154662274337401,0.0,-0.13539547836396368,0.0,-0.12377629395500603,0.0,-0.09443874107444687,0.0,-0.08846269422154247,0.0,5.302608446961268,10.86185729463201,10.831990111631628,1.8129278837775906,-0.10873324292299444,0.0,-0.02821085202626302,1.171483180881351,1.2482963060588919,1.0726310013227862,-0.042897757531835765,0.8582424074949736,-0.035435962912201246,-0.49323714381700184
7,RL,0.472195590765814,-0.043378909397635244,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1.3747946009344731,-0.5171998069472914,1.084114532533433,0.9755751289855163,Gable,CompShg,VinylSd,VinylSd,0.45875419584339494,4,3,PConc,5,3,GLQ,2.029557587832776,Unf,-0.2886528311122454,-0.5665192899808374,1.433276250408253,5,1,1.3749928051335953,-0.7951632272572445,0.3398746765809935,2,0.1637791168735143,4,0.29676325272497744,1,4,Attchd,0.995914083692381,RFn,2,0.7627316543483571,3,3,Y,1.283007083537974,0.15611060928654866,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0,Unkown,Unkown,-0.0876878115176986,0.6208909973044512,-0.6144386220786311,WD,Normal,1 Story,0,False,0,0,0,0,0,1,1,0,1,5,0.7688775588686084,1.457265661899911,1.1388233646804655,0.23704354622859705,M3.0,0.20150412456507336,0.5604499064546411,-0.06978930171788467,0.0,1.09053711414142,1.0808706673225095,0.9778753995530238,0.974421296678267,-0.06019012184189886,0.9318034893356225,0.8625631644979999,1.4246254201834165,-0.20740549983938375,-0.33431477349290417,-0.574724465661196,-0.3480089390482668,0.27040805686796554,1.1971951596996429,1.1783780559713848,1.3825236763431537,-0.6374570242731167,-0.8502460384647269,0.14396423405892902,0.42874871781161555,0.16623830411145948,2.6457513110645907,1.0026664001712604,0.992510066106195,0.6025771504986471,0.6918961301568665,0.7476062357165123,1.3123830442704767,-0.17291798192235786,0.5710933778103517,-0.2711215879586981,-0.392014161364558,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.03748973858705011,0.0,0.4538692551910192,2.8284271247461903,-0.6146248511777709,-0.6143454400855503,0.2910944870882305,0.8619849299353014,0.26296715251266983,1.2071725899389494,307000,-0.07642482874792342,0.44889210793360296,-0.04074693025052948,-0.35984742788548474,-0.20128237384533795,0.0,-0.09828015581936354,0.0,0.006527896415711173,2.066312885558603,-0.10867375490164187,0.0,-0.025947191126182698,1.029407620086306,0.04529787365057844,1.0855312321492112,-0.15082656649695833,0.37942619052844667,-0.06661766420996253,0.864642258807949,-0.10037666881555816,0.0,-0.08846269422154247,0.0,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.02833485384873275,-0.08263196409300652,-0.08518740018728019,0.0,-0.0858296758158914,0.5395317294545618,-0.02717470645677969,1.0655827372833484
8,RL,-1.395643472802335,-0.01351274421021207,IR1,Lvl,Corner,Gtl,NWAmes,1Fam,0.6514792433257054,0.38174271465157283,0.05737147989656824,-0.5749375266888309,Gable,CompShg,HdBoard,HdBoard,0.7576425496046296,3,3,CBlock,4,3,ALQ,0.9109939333211048,BLQ,-0.0902204678862646,-0.7951731995105069,0.11303152736290811,5,1,-0.14394086229004058,1.45746623746812,1.0937290518167089,2,0.1637791168735143,3,0.29676325272497744,2,3,Attchd,-0.03839228225340345,RFn,2,0.05155935106155949,3,3,Y,1.1233848936243007,2.3755368788333873,3.37237175348001,-0.11633928614822256,-0.2702083542015609,0,Unkown,Shed,0.6180240933165219,1.7308920455466943,0.8919935999782177,WD,Normal,2 Story,0,False,0,0,0,0,1,0,0,0,1,4,2.902784412173811,1.7423758105821592,1.6539045643190902,0.23704354622859705,M4.0,-0.817085047758987,-1.5973583820315118,-0.0699081067586425,0.0,0.04997131157441333,0.061058190313818456,-0.5799308860227296,-0.5724300307326323,0.09935334031560042,1.1583583751132907,-0.04703703840774045,0.9544600218558684,-0.19986694091904397,0.5399140226975369,-0.6490285722956729,-0.6467304901281847,-0.2532089049575318,0.33620161713309527,-0.23729613789416273,-0.07231558431220897,1.3442276920424916,1.3590254182107129,0.8701521813832117,1.1346611273196963,0.16623830411145948,2.6457513110645907,-0.04628671863184773,-0.034454403629826116,-0.15670670735483264,0.1901088448911074,0.5664531320819689,1.2241026361757559,1.828370987498424,1.9404907132369087,3.0726671115183044,3.069381697523838,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.023349932411770993,0.7861450841393858,2.000339915893468,3.3166247903554,0.8918976417940134,0.8920414974629851,3.1186617494737945,2.0236822599283975,0.4764656368703851,1.3199908373099258,200000,-0.026476525591408746,0.0,-0.04074693094586822,-0.392088857081319,-0.20128237384533795,0.0,-0.09766384546386964,0.3152036489566712,-0.030229451154843632,0.17771553156474074,-0.10902240823826585,0.0,-0.0350862424882937,-0.9102403728741291,-0.11001014546360714,0.0,-0.03740116189706508,0.9328194795260291,-0.10257007027419553,0.7526308072899812,0.24242522601903335,1.3521726914482572,0.805984054376015,1.7529024820332433,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.028328964374863506,0.4554560895329707,0.5373876900546168,0.886648230212741,0.8182930149759526,1.7659733150514463,-0.01850179755036596,1.4872163976034207
9,RM,-0.3579551041533633,-0.44065903960886155,Reg,Lvl,Inside,Gtl,OldTown,1Fam,0.6514792433257054,-0.5171998069472914,-1.3336997527082162,-1.689368497954768,Gable,CompShg,BrkFace,Wd Shng,-0.5707501337786359,3,3,BrkTil,3,3,Unf,-0.9730181828073765,Unf,-0.2886528311122454,0.8710572699334213,-0.24040186136252964,4,1,-0.36388866762395716,0.9281097711898298,0.49216848975992583,2,-1.0624645274102336,3,0.9122097711603002,2,3,Detchd,-1.4397105845025306,Unf,2,-0.023300891389682367,2,3,Y,-0.0338759832498299,-0.704483250333654,2.9959286699740124,-0.11633928614822256,-0.2702083542015609,0,Unkown,Unkown,-0.0876878115176986,-0.859110400351873,0.1387774889497933,WD,Other,1 Story,0,False,0,0,1,0,0,1,0,0,0,0,0.6666904701187819,-0.08777107743210691,-0.406420234235408,-1.2611537589391615,M2.0,-0.3926728926239618,-0.243275697412948,-0.05634361140059198,0.0,-1.3339498927318552,-1.3334908575909228,-1.6841235027680683,-1.6919916985319847,-0.3001295070271208,-0.7349767578988942,-0.014721882086340805,0.0,-0.20740549983938375,-0.33431477349290417,0.5375182792659136,0.9064553635713996,-0.2416627019732858,0.0,-0.3931102153031672,-0.312655930800755,0.5222898359471091,1.0820837234939686,0.27841763708072265,0.5775180906643962,0.8092299784387225,2.8284271247461903,-1.4413628011377733,-1.4387834894075837,-0.22464263147856503,0.13294847002895113,-0.3046529912627111,0.4168980852144602,-0.3423914320656612,-0.9644314594564943,2.432070165186905,2.8901536107657013,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.03748973858705011,0.0,-0.8484218275057799,2.0,0.13844883025670546,0.13894180278034346,0.20714085063667276,0.7925409076400663,-0.23223204538237613,0.0,129900,-0.06737648019494956,0.0,-0.040739456123307004,0.0690284960483648,-0.20128237384533795,0.0,-0.08975246314475094,0.0,-0.0297606496173701,0.2824380772962726,-0.10867375490164187,0.0,-0.035079362475614946,-0.7231132377357294,-0.09855948835381849,0.0,-0.14207973910465277,0.5276529513617096,-0.13701363854291934,0.0,-0.09134045907339697,0.0,0.46928690420945707,1.5595095912455637,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.02833485384873275,-0.08263196409300652,-0.08518740018728019,0.0,-0.08975219549449706,0.4551272905865707,-0.03548454652064866,-0.9596872052510704
10,RL,-0.39254471644166233,-0.31037039952949874,Reg,Lvl,Corner,Gtl,BrkSide,2fmCon,-0.7951514718918303,0.38174271465157283,-1.0687338036406382,-1.689368497954768,Gable,CompShg,MetalSd,MetalSd,-0.5707501337786359,3,3,BrkTil,3,3,GLQ,0.8934478367797453,Unf,-0.2886528311122454,-0.9672296066813473,-0.15147346032838724,5,1,-0.22156949946671703,-0.7951632272572445,-0.8346913575615222,1,-1.0624645274102336,3,-0.934129784145668,2,3,Attchd,-1.172792812645554,RFn,1,-1.2538161266819705,4,3,Y,-0.7521758378613593,-0.644090698781359,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0,Unkown,Unkown,-0.0876878115176986,-1.9691114485941161,0.1387774889497933,WD,Normal,Conversion,0,False,0,0,1,0,0,1,0,0,0,5,-1.082512049069426,-0.24984614120583312,0.10866096540321651,0.23704354622859705,M1.0,-0.4125180906187014,-0.28050882594409327,-0.06318541116467695,0.0,-1.072641585712668,-1.0667018935092352,-1.6841235027680683,-1.6919916985319847,-0.3001295070271208,-0.7349767578988942,-0.055792608683710596,0.9452236966875859,-0.20740549983938375,-0.33431477349290417,-0.6863731733601205,-0.9221145444942407,-0.25060093605432415,0.0,-0.29371002097563137,-0.15605196486611345,-0.6374570242731167,-0.8502460384647269,-0.6845966234965126,-0.8628988930603855,-0.8625483748121612,2.23606797749979,-1.1779482597981006,-1.1701235218092096,-1.0140721636461407,-1.0073969964908198,-0.4543815769198339,-0.8937259621083854,-0.3415568444379934,-0.5576609930490997,-0.2711215879586981,-0.392014161364558,-0.08814924331875733,0.0,-0.21411159391135604,-0.2874597483480099,-0.03748973858705011,0.0,-1.2553877908485296,1.0,0.13844883025670546,0.13894180278034346,-0.5007496381716989,-1.3671795300511718,-0.21942580671868253,0.0,118000,-0.06610359020803115,0.0,-0.04074509140196185,-0.07162203400057678,-0.20128237384533795,0.0,-0.08975246314475094,0.0,-0.030345852014184802,0.14809047503150372,-0.10867375490164187,0.0,-0.03508545589016537,-0.8537631025465359,-0.10651802924691557,0.0,-0.08183437163704023,0.0,-0.11984904705077569,0.0,-0.09139952156406365,0.0,-0.08846269422154247,0.0,-0.04961644733251903,-0.11558188081727688,-0.11596822231787589,0.0,-0.10873324292299444,0.0,-0.02833485384873275,-0.08263196409300652,-0.08518740018728019,0.0,-0.07026155017248707,0.0,-0.0354774757196667,-0.7200033402558427
